PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,GroupId,PassengerIdInGroup,MembersOfGroupById,Surname,MembersOfFamilyBySurname,CabinDeck,CabinNum,AgeBinned,HomePlanet_1,HomePlanet_2,HomePlanet_3,CabinSide_1,CabinSide_2,Destination_1,Destination_2,Destination_3
1916_02,False,D/61/P,22.0,False,1744.0,79.0,0.0,12.0,1514.0,Unknown,0,1916,2,2.0,Unknown,,D,61,4,True,False,False,False,False,False,False,False
1918_01,True,A/23/S,0.0,False,0.0,0.0,0.0,0.0,0.0,Nesham Assibler,0,1918,1,3.0,Assibler,4.0,A,23,0,True,False,False,True,False,False,True,False
1918_02,True,A/23/S,52.0,False,0.0,0.0,0.0,0.0,0.0,Sheleb Assibler,1,1918,2,3.0,Assibler,4.0,A,23,2,True,False,False,True,False,False,True,False
1918_03,False,A/23/S,38.0,False,34.0,2043.0,0.0,1339.0,0.0,Hallux Assibler,1,1918,3,3.0,Assibler,4.0,A,23,2,True,False,False,True,False,False,True,False
1920_01,False,E/117/P,46.0,False,731.0,0.0,288.0,0.0,2.0,Burbix Horte,0,1920,1,1.0,Horte,6.0,E,117,2,False,True,False,False,False,False,True,False
1922_01,True,G/303/S,23.0,False,0.0,0.0,0.0,0.0,0.0,Tonald Hickson,0,1922,1,1.0,Hickson,5.0,G,303,4,False,False,False,True,False,False,False,False
1923_01,False,C/65/P,63.0,False,0.0,4286.0,18.0,4.0,872.0,Wasaleh Dister,1,1923,1,2.0,Dister,5.0,C,65,1,True,False,False,False,False,False,True,False
1923_02,True,C/65/P,24.0,False,0.0,0.0,0.0,0.0,0.0,Ranan Dister,1,1923,2,2.0,Dister,5.0,C,65,4,True,False,False,False,False,False,False,False
1925_01,True,G/304/S,50.0,False,0.0,0.0,0.0,0.0,0.0,Olgary Matts,0,1925,1,1.0,Matts,9.0,G,304,2,False,False,False,True,False,False,True,False
1926_01,True,G/305/S,20.0,False,0.0,0.0,0.0,0.0,0.0,Billey Conney,0,1926,1,1.0,Conney,5.0,G,305,4,False,False,True,True,False,False,True,False
1927_01,False,D/66/S,55.0,False,2424.0,0.0,1.0,0.0,284.0,Trohs Hapie,0,1927,1,1.0,Hapie,8.0,D,66,2,False,True,False,True,False,False,True,False
1928_01,False,E/144/S,21.0,False,0.0,0.0,107.0,166.0,388.0,Leence Anthon,1,1928,1,1.0,Anthon,2.0,E,144,4,False,False,False,True,False,True,False,False
1931_01,True,C/73/S,56.0,False,0.0,0.0,0.0,0.0,0.0,Kumark Dressink,1,1931,1,1.0,Dressink,3.0,C,73,2,True,False,False,True,False,False,False,False
1933_01,False,E/118/P,45.0,False,10.0,0.0,0.0,311.0,0.0,Timyra Hammons,1,1933,1,1.0,Hammons,3.0,E,118,2,False,False,False,False,False,False,True,False
1935_01,True,G/307/S,18.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,0,1935,1,1.0,Gallenry,7.0,G,307,3,False,False,False,True,False,False,False,False
1937_01,False,F/368/S,47.0,False,7.0,877.0,17.0,0.0,0.0,Therly Knoxtones,0,1937,1,1.0,Knoxtones,3.0,F,368,2,False,False,False,True,False,False,True,False
1938_01,False,F/369/S,36.0,False,0.0,0.0,1508.0,110.0,117.0,Gretty Charpelaney,1,1938,1,1.0,Charpelaney,5.0,F,369,2,False,False,False,True,False,False,True,False
1939_01,False,F/385/P,57.0,True,975.0,0.0,295.0,39.0,0.0,Wacks Burta,0,1939,1,2.0,Burta,3.0,F,385,2,False,True,False,False,False,False,True,False
1939_02,False,D/62/P,13.0,False,3037.0,10.0,43.0,0.0,0.0,Sex Burta,0,1939,2,2.0,Burta,3.0,D,62,3,False,True,False,False,False,False,True,False
1940_01,False,F/386/P,27.0,False,120.0,0.0,1476.0,3.0,0.0,Wins Bate,0,1940,1,1.0,Bate,8.0,F,386,4,False,True,False,False,False,False,True,False
1941_01,False,F/370/S,20.0,False,717.0,0.0,0.0,0.0,0.0,Man Hendrewsons,0,1941,1,1.0,Hendrewsons,4.0,F,370,4,False,False,False,True,False,False,True,False
1942_01,False,G/312/P,47.0,False,0.0,444.0,328.0,56.0,305.0,Gerly Gaineyerson,0,1942,1,1.0,Gaineyerson,5.0,G,312,2,False,False,False,False,False,False,True,False
1945_01,False,E/120/P,15.0,False,0.0,0.0,787.0,0.0,0.0,Ambert Guezaley,0,1945,1,1.0,Guezaley,5.0,E,120,3,False,False,False,False,False,False,True,False
1946_01,False,G/313/P,34.0,False,0.0,0.0,53.0,731.0,0.0,Rayley Castannison,0,1946,1,1.0,Castannison,9.0,G,313,2,False,False,False,False,False,False,True,False
1947_01,False,F/372/S,21.0,False,942.0,0.0,0.0,0.0,7.0,Lorian Vandan,0,1947,1,1.0,Vandan,12.0,F,372,4,False,False,False,True,False,False,True,False
1950_01,False,F/374/S,51.0,False,0.0,0.0,0.0,101.0,1357.0,Tonyn Welles,0,1950,1,1.0,Welles,7.0,F,374,2,False,False,False,True,False,False,True,False
1952_01,False,E/121/P,23.0,False,382.0,0.0,398.0,8.0,0.0,Unknown,0,1952,1,1.0,Unknown,,E,121,4,False,False,False,False,False,False,True,False
1953_01,False,F/387/P,58.0,False,0.0,0.0,0.0,0.0,717.0,Verney Bradlerson,0,1953,1,1.0,Bradlerson,8.0,F,387,2,False,False,False,False,False,False,True,False
1956_01,False,D/68/S,37.0,False,2765.0,0.0,1134.0,0.0,0.0,Unknown,0,1956,1,2.0,Unknown,,D,68,2,False,True,False,True,False,False,True,False
1956_02,False,D/68/S,44.0,Unknown,708.0,0.0,5.0,0.0,74.0,Mesh Pread,1,1956,2,2.0,Pread,10.0,D,68,2,False,True,False,True,False,True,False,False
1957_01,True,G/309/S,25.0,False,0.0,0.0,0.0,0.0,0.0,Patoya Maynardner,0,1957,1,1.0,Maynardner,7.0,G,309,4,False,False,False,True,False,False,True,False
1959_01,True,C/66/P,15.0,False,0.0,0.0,0.0,0.0,0.0,Weion Exibuctich,1,1959,1,3.0,Exibuctich,3.0,C,66,3,True,False,False,False,False,False,True,False
1959_02,False,C/66/P,40.0,False,0.0,382.0,0.0,1.0,3822.0,Unknown,0,1959,2,3.0,Unknown,,C,66,2,True,False,False,False,False,False,True,False
1959_03,False,C/66/P,29.0,False,0.0,433.0,4899.0,393.0,260.0,Menchah Exibuctich,1,1959,3,3.0,Exibuctich,3.0,C,66,4,True,False,False,False,False,False,False,False
1960_01,True,E/122/P,36.0,False,0.0,0.0,0.0,0.0,0.0,Deanny Lynnerett,1,1960,1,2.0,Lynnerett,8.0,E,122,2,False,False,False,False,False,False,True,False
1960_02,False,E/122/P,21.0,False,0.0,0.0,677.0,4.0,0.0,Joana Lynnerett,1,1960,2,2.0,Lynnerett,8.0,E,122,4,False,False,False,False,False,True,False,False
1961_01,False,G/315/P,35.0,False,302.0,6.0,0.0,6.0,613.0,Kayne Giller,1,1961,1,1.0,Giller,3.0,G,315,2,False,False,False,False,False,False,True,False
1962_01,False,F/390/P,24.0,False,3.0,361.0,94.0,824.0,160.0,Verek Buckeenez,0,1962,1,3.0,Buckeenez,3.0,F,390,4,False,False,False,False,False,False,True,False
1962_02,False,G/316/P,2.0,False,0.0,0.0,0.0,0.0,0.0,Jasony Buckeenez,0,1962,2,3.0,Buckeenez,3.0,G,316,0,False,False,False,False,False,False,False,False
1962_03,True,G/316/P,0.0,False,223.0,0.0,0.0,0.0,0.0,Dixiel Ryanga,1,1962,3,3.0,Ryanga,4.0,G,316,0,False,False,False,False,False,False,True,False
1963_01,False,F/391/P,43.0,False,0.0,0.0,0.0,1200.0,17.0,Aarone Fowlaney,0,1963,1,1.0,Fowlaney,4.0,F,391,2,False,False,False,False,False,False,True,False
1964_01,False,C/74/S,63.0,False,223.0,869.0,1.0,375.0,3377.0,Altara Righturter,0,1964,1,1.0,Righturter,2.0,C,74,1,True,False,False,True,False,False,True,False
1967_01,True,G/318/P,30.0,Unknown,0.0,0.0,0.0,0.0,0.0,Megany Humphreyes,1,1967,1,1.0,Humphreyes,4.0,G,318,4,False,False,False,False,False,False,True,False
1968_01,True,G/319/P,38.0,False,0.0,0.0,0.0,0.0,0.0,Delody Traverdy,1,1968,1,1.0,Traverdy,7.0,G,319,2,False,False,False,False,False,True,False,False
1969_01,False,C/75/S,27.0,False,223.0,8515.0,0.0,2448.0,2293.0,Unukath Sandul,1,1969,1,1.0,Sandul,2.0,C,75,4,True,False,False,True,False,False,False,False
1971_01,False,F/375/S,54.0,False,3.0,0.0,56.0,633.0,0.0,Megany Irwinson,0,1971,1,1.0,Irwinson,1.0,F,375,2,False,False,False,True,False,True,False,False
1973_01,True,A/24/S,39.0,False,0.0,0.0,0.0,0.0,0.0,Gomeron Clindy,1,1973,1,1.0,Clindy,2.0,A,24,2,True,False,False,True,False,False,False,False
1974_01,False,D/63/P,41.0,False,3702.0,0.0,1.0,0.0,18.0,Sugark Cusa,0,1974,1,1.0,Cusa,5.0,D,63,2,False,True,False,False,False,False,True,False
1975_01,False,G/310/S,22.0,False,0.0,0.0,0.0,10.0,761.0,Jeandy Hobbinson,0,1975,1,1.0,Hobbinson,4.0,G,310,4,False,False,False,True,False,False,True,False
1976_01,False,B/82/S,23.0,False,0.0,8037.0,171.0,1.0,2.0,Sadirab Craleve,1,1976,1,7.0,Craleve,5.0,B,82,4,True,False,False,True,False,False,False,False
1976_02,False,B/82/S,34.0,False,15.0,3578.0,0.0,311.0,473.0,Alam Lansuffle,1,1976,2,7.0,Lansuffle,5.0,B,82,2,True,False,False,True,False,False,True,False
1976_03,True,B/82/S,26.0,True,0.0,0.0,0.0,0.0,0.0,Cellah Lansuffle,1,1976,3,7.0,Lansuffle,5.0,B,82,4,True,False,False,True,False,False,False,False
1976_04,False,B/82/S,39.0,False,1.0,2972.0,0.0,3175.0,1.0,Zinoth Lansuffle,0,1976,4,7.0,Lansuffle,5.0,B,82,2,True,False,False,True,False,False,True,False
1976_05,True,B/82/S,15.0,False,0.0,0.0,0.0,0.0,0.0,Plas Lansuffle,1,1976,5,7.0,Lansuffle,5.0,B,82,3,True,False,False,True,False,False,False,False
1976_06,True,B/82/S,64.0,False,0.0,0.0,0.0,0.0,0.0,Wasaleh Lansuffle,1,1976,6,7.0,Lansuffle,5.0,B,82,1,True,False,False,True,False,False,True,False
1976_07,True,B/82/S,25.0,False,0.0,0.0,0.0,0.0,0.0,Alaslon Craleve,1,1976,7,7.0,Craleve,5.0,B,82,4,True,False,False,True,False,False,True,False
1977_01,True,F/393/P,35.0,False,0.0,0.0,0.0,0.0,0.0,Froder Paska,1,1977,1,1.0,Paska,4.0,F,393,2,False,True,False,False,False,False,True,False
1978_01,True,G/311/S,19.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,1,1978,1,1.0,Unknown,,G,311,4,False,False,True,True,False,False,True,False
1979_01,False,F/376/S,26.0,False,401.0,0.0,693.0,62.0,0.0,Delley Moodson,0,1979,1,1.0,Moodson,6.0,F,376,4,False,False,False,True,False,False,True,False
1980_01,True,G/312/S,3.0,False,0.0,0.0,0.0,0.0,0.0,Scotte Browlerson,1,1980,1,3.0,Browlerson,14.0,G,312,0,False,False,False,True,False,False,True,False
1980_02,False,G/312/S,29.0,False,1434.0,5.0,0.0,0.0,0.0,Man Freevenson,0,1980,2,3.0,Freevenson,4.0,G,312,4,False,False,False,True,False,False,True,False
1980_03,True,G/312/S,44.0,False,0.0,0.0,0.0,0.0,0.0,Penne Browlerson,1,1980,3,3.0,Browlerson,14.0,G,312,2,False,False,False,True,False,False,True,False
1981_01,False,E/124/P,27.0,False,196.0,602.0,0.0,0.0,198.0,Julion Cobson,0,1981,1,1.0,Cobson,1.0,E,124,4,False,False,False,False,False,False,True,False
1983_01,False,G/320/P,17.0,False,414.0,0.0,139.0,28.0,173.0,Felia Cooperkins,0,1983,1,1.0,Cooperkins,7.0,G,320,3,False,False,False,False,False,True,False,False
1984_01,False,,37.0,False,0.0,3166.0,0.0,91.0,6.0,Mesath Wassid,1,1984,1,1.0,Wassid,1.0,Unknown,Unknown,2,True,False,False,False,True,False,False,False
1985_01,True,F/394/P,19.0,False,0.0,0.0,0.0,0.0,0.0,Apuffs Facle,1,1985,1,1.0,Facle,3.0,F,394,4,False,True,False,False,False,False,False,False
1988_01,True,G/321/P,44.0,False,0.0,0.0,0.0,0.0,0.0,Eleaha Wallerson,0,1988,1,1.0,Wallerson,3.0,G,321,2,False,False,False,False,False,False,True,False
1991_01,False,F/378/S,22.0,Unknown,0.0,0.0,30.0,499.0,138.0,Leenny Palmes,0,1991,1,2.0,Palmes,5.0,F,378,4,False,False,False,True,False,False,False,False
1991_02,False,E/146/S,22.0,False,213.0,85.0,352.0,12.0,1.0,Aude Palmes,1,1991,2,2.0,Palmes,5.0,E,146,4,False,False,False,True,False,False,True,False
1992_01,True,F/379/S,21.0,False,223.0,0.0,0.0,0.0,0.0,Lucan Killé,1,1992,1,1.0,Killé,3.0,F,379,4,False,True,False,True,False,False,True,False
1993_01,False,F/380/S,31.0,False,1062.0,0.0,802.0,71.0,0.0,Lorey Fishopper,0,1993,1,1.0,Fishopper,5.0,F,380,2,False,False,False,True,False,False,True,False
1994_01,False,E/125/P,17.0,False,0.0,0.0,249.0,537.0,5.0,Cary Pagedy,1,1994,1,1.0,Pagedy,2.0,E,125,3,False,False,False,False,False,False,True,False
1995_01,False,G/314/S,30.0,False,231.0,0.0,0.0,274.0,26.0,Gerry Sterreray,0,1995,1,1.0,Sterreray,6.0,G,314,4,False,False,False,True,False,True,False,False
1996_01,False,F/381/S,15.0,False,12.0,25.0,197.0,631.0,0.0,Sallie Fryan,0,1996,1,1.0,Fryan,8.0,F,381,3,False,False,False,True,False,False,True,False
1997_01,Unknown,G/315/S,42.0,False,37.0,1670.0,0.0,0.0,0.0,Joyn Hartley,1,1997,1,1.0,Hartley,1.0,G,315,2,False,False,False,True,False,False,True,False
1999_01,False,F/383/S,55.0,False,373.0,1.0,1.0,496.0,0.0,Shelle Kimons,0,1999,1,1.0,Kimons,7.0,F,383,2,False,False,False,True,False,False,True,False
2000_01,False,C/76/S,28.0,False,5.0,2676.0,13.0,0.0,157.0,Weia Plattering,1,2000,1,1.0,Plattering,5.0,C,76,4,True,False,False,True,False,False,False,False
2001_01,False,F/396/P,33.0,False,673.0,194.0,548.0,59.0,40.0,All Pittler,0,2001,1,1.0,Pittler,10.0,F,396,2,False,False,False,False,False,False,True,False
2003_01,False,G/323/P,19.0,Unknown,3.0,6.0,20.0,60.0,719.0,Viviay Oconley,0,2003,1,1.0,Oconley,7.0,G,323,4,False,False,False,False,False,False,True,False
2006_01,False,F/386/S,24.0,False,223.0,856.0,0.0,0.0,5.0,Eriky Moorez,0,2006,1,3.0,Moorez,4.0,F,386,4,False,False,False,True,False,False,True,False
2006_02,False,G/317/S,4.0,False,0.0,0.0,0.0,0.0,0.0,Crisey Moorez,0,2006,2,3.0,Moorez,4.0,G,317,0,False,False,False,True,False,False,True,False
2006_03,True,G/317/S,2.0,False,0.0,0.0,0.0,0.0,0.0,Joana Moorez,0,2006,3,3.0,Moorez,4.0,G,317,0,False,False,False,True,False,False,True,False
2007_01,False,A/25/S,30.0,False,0.0,5734.0,0.0,5.0,1.0,Aviton Gocent,1,2007,1,1.0,Gocent,6.0,A,25,4,True,False,False,True,False,False,False,False
2009_01,False,B/59/P,31.0,False,0.0,0.0,0.0,0.0,0.0,Aldibah Contery,0,2009,1,3.0,Contery,4.0,B,59,2,True,False,False,False,False,False,True,False
2009_02,True,B/59/P,17.0,False,0.0,0.0,0.0,0.0,0.0,Cheliak Contery,1,2009,2,3.0,Contery,4.0,B,59,3,True,False,False,False,False,False,True,False
2009_03,True,B/59/P,40.0,False,0.0,0.0,0.0,0.0,0.0,Gluebah Contery,1,2009,3,3.0,Contery,4.0,B,59,2,True,False,False,False,False,False,False,False
2010_01,True,G/324/P,33.0,False,0.0,0.0,0.0,0.0,305.0,Candyn Gregordy,1,2010,1,1.0,Gregordy,4.0,G,324,2,False,False,False,False,False,True,False,False
2011_01,True,G/318/S,46.0,False,0.0,0.0,0.0,0.0,305.0,Tonyn Bartines,0,2011,1,1.0,Bartines,8.0,G,318,2,False,False,False,True,False,True,False,False
2012_01,False,B/60/P,30.0,True,1250.0,865.0,0.0,3725.0,5416.0,Mirakis Amincrerus,0,2012,1,1.0,Amincrerus,3.0,B,60,4,True,False,False,False,False,False,False,False
2013_01,False,F/398/P,17.0,False,0.0,0.0,0.0,0.0,804.0,Emmax Water,0,2013,1,1.0,Water,3.0,F,398,3,False,False,False,False,False,False,True,False
2015_01,False,F/387/S,19.0,False,1139.0,18.0,0.0,0.0,671.0,Fayene Hickett,1,2015,1,1.0,Hickett,6.0,F,387,4,False,False,False,True,False,False,True,False
2019_01,False,B/83/S,22.0,False,0.0,5183.0,0.0,1080.0,2.0,Dirfak Oppressive,1,2019,1,2.0,Oppressive,2.0,B,83,4,True,False,False,True,False,False,False,False
2019_02,Unknown,B/83/S,20.0,False,0.0,162.0,0.0,148.0,7619.0,Okulus Oppressive,0,2019,2,2.0,Oppressive,2.0,B,83,4,True,False,False,True,False,False,False,False
2022_01,False,F/390/S,36.0,False,0.0,809.0,0.0,86.0,0.0,Gracia Houseson,0,2022,1,1.0,Houseson,3.0,F,390,2,False,False,False,True,False,True,False,False
2024_01,False,G/322/S,0.0,False,0.0,0.0,0.0,0.0,0.0,Ellard Kinson,1,2024,1,2.0,Kinson,5.0,G,322,0,False,False,True,True,False,False,True,False
2024_02,False,E/150/S,17.0,False,44.0,1535.0,10.0,51.0,0.0,Ianne Kinson,1,2024,2,2.0,Kinson,5.0,E,150,3,False,False,False,True,False,False,False,False
2026_01,True,G/323/S,29.0,False,0.0,0.0,0.0,0.0,0.0,Marlly Warrishales,1,2026,1,3.0,Warrishales,8.0,G,323,1,False,False,False,True,False,False,True,False
2026_02,True,G/323/S,15.0,False,0.0,0.0,0.0,0.0,0.0,Franda Warrishales,1,2026,2,3.0,Warrishales,8.0,G,323,3,False,False,False,True,False,True,False,False
2026_03,False,G/323/S,20.0,False,0.0,4.0,429.0,0.0,287.0,Heald Alldson,0,2026,3,3.0,Alldson,7.0,G,323,4,False,False,False,True,False,False,True,False
2027_01,False,F/399/P,19.0,False,30.0,1.0,1051.0,0.0,6.0,Iree Oconley,1,2027,1,1.0,Oconley,7.0,F,399,4,False,False,False,False,False,False,False,False
2028_01,False,F/391/S,24.0,False,662.0,0.0,0.0,0.0,9.0,Louisa Pooles,0,2028,1,1.0,Pooles,7.0,F,391,4,False,False,False,True,False,True,False,False
2029_01,False,F/400/P,43.0,False,0.0,6.0,730.0,1.0,0.0,Lyne Camerrison,0,2029,1,1.0,Camerrison,5.0,F,400,2,False,False,False,False,False,False,False,False
2032_01,True,F/402/P,26.0,False,0.0,0.0,0.0,0.0,0.0,Powl Shcad,1,2032,1,1.0,Shcad,1.0,F,402,4,False,True,False,False,False,False,True,False
2034_01,False,F/393/S,42.0,False,399.0,75.0,38.0,771.0,0.0,Anton Pearsalason,0,2034,1,1.0,Pearsalason,4.0,F,393,2,False,False,False,True,False,False,True,False
2038_01,False,F/404/P,21.0,False,6.0,133.0,503.0,0.0,2.0,Racyle Ingston,0,2038,1,1.0,Ingston,11.0,F,404,4,False,False,False,False,False,False,True,False
2040_01,True,B/85/S,50.0,False,0.0,0.0,0.0,0.0,0.0,Lesaten Stiven,1,2040,1,2.0,Stiven,3.0,B,85,2,True,False,False,True,False,False,True,False
2040_02,True,B/85/S,25.0,False,0.0,0.0,0.0,0.0,0.0,Alramak Stiven,1,2040,2,2.0,Stiven,3.0,B,85,4,True,False,False,True,False,False,True,False
2041_01,True,G/327/P,64.0,False,223.0,0.0,0.0,0.0,0.0,Pattin Weavesend,1,2041,1,1.0,Weavesend,8.0,G,327,1,False,False,False,False,False,False,True,False
2042_01,False,F/394/S,50.0,False,0.0,0.0,0.0,785.0,19.0,Rosiey Floways,0,2042,1,1.0,Floways,4.0,F,394,2,False,False,False,True,False,False,True,False
2043_01,True,F/395/S,24.0,False,223.0,0.0,0.0,0.0,0.0,Goles Teake,1,2043,1,1.0,Teake,6.0,F,395,4,False,True,False,True,False,False,True,False
2044_01,False,F/396/S,27.0,Unknown,0.0,0.0,634.0,1.0,23.0,Breney Conleydenan,1,2044,1,1.0,Conleydenan,2.0,F,396,4,False,False,False,True,False,False,True,False
2045_01,True,G/324/S,42.0,False,0.0,0.0,0.0,0.0,305.0,Gaylah Whitneyes,1,2045,1,1.0,Whitneyes,2.0,G,324,2,False,False,False,True,False,False,False,False
2046_01,True,G/328/P,30.0,False,0.0,0.0,0.0,0.0,0.0,Luison Beston,0,2046,1,1.0,Beston,5.0,G,328,4,False,False,False,False,False,False,False,False
2051_01,False,E/126/P,20.0,False,2.0,0.0,694.0,0.0,22.0,Unknown,1,2051,1,1.0,Unknown,,E,126,4,False,False,False,False,False,False,True,False
2052_01,False,E/151/S,31.0,False,162.0,1211.0,4.0,0.0,1.0,Jele Balle,1,2052,1,1.0,Balle,1.0,E,151,2,False,True,False,True,False,False,True,False
2053_01,False,C/68/P,26.0,False,281.0,741.0,13.0,0.0,4724.0,Tabbah Wasede,0,2053,1,1.0,Wasede,1.0,C,68,4,True,False,False,False,False,False,False,False
2054_01,False,C/69/P,39.0,False,0.0,420.0,0.0,1528.0,1119.0,Alark Stivelte,0,2054,1,1.0,Stivelte,2.0,C,69,2,True,False,False,False,False,False,False,False
2055_01,False,G/330/P,29.0,False,0.0,0.0,0.0,0.0,0.0,Belly Woodwinez,0,2055,1,6.0,Woodwinez,8.0,G,330,1,False,False,False,False,False,False,True,False
2055_02,False,G/330/P,32.0,False,0.0,58.0,0.0,0.0,642.0,Sall Woodwinez,1,2055,2,6.0,Woodwinez,8.0,G,330,2,False,False,True,False,False,True,False,False
2055_03,True,G/330/P,25.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,1,2055,3,6.0,Unknown,,G,330,4,False,False,False,False,False,False,True,False
2055_04,False,G/330/P,6.0,False,0.0,0.0,0.0,0.0,0.0,Lesley Woodwinez,1,2055,4,6.0,Woodwinez,8.0,G,330,0,False,False,False,False,False,False,True,False
2055_05,True,G/330/P,3.0,False,0.0,0.0,0.0,0.0,0.0,Harlen Woodwinez,1,2055,5,6.0,Woodwinez,8.0,G,330,0,False,False,False,False,False,False,True,False
2055_06,True,G/330/P,11.0,False,0.0,0.0,0.0,0.0,0.0,Janee Canton,0,2055,6,6.0,Canton,3.0,G,330,0,False,False,False,False,False,False,True,False
2056_01,True,G/331/P,52.0,False,0.0,0.0,0.0,0.0,0.0,Marynk Hanghanson,0,2056,1,4.0,Hanghanson,5.0,G,331,2,False,False,False,False,False,False,True,False
2056_02,False,F/407/P,14.0,False,16.0,0.0,0.0,712.0,149.0,Claura Hanghanson,0,2056,2,4.0,Hanghanson,5.0,F,407,3,False,False,False,False,False,False,True,False
2056_03,False,F/407/P,68.0,False,0.0,286.0,0.0,1739.0,13.0,Elany Hanghanson,0,2056,3,4.0,Hanghanson,5.0,F,407,1,False,False,False,False,False,False,True,False
2056_04,True,G/331/P,18.0,False,0.0,0.0,0.0,0.0,0.0,Philia Hanghanson,1,2056,4,4.0,Hanghanson,5.0,G,331,3,False,False,False,False,False,True,False,False
2059_01,False,G/333/P,55.0,False,2.0,0.0,0.0,0.0,907.0,Ellena Moodmandez,1,2059,1,1.0,Moodmandez,3.0,G,333,2,False,False,False,False,False,False,True,False
2060_01,False,G/327/S,22.0,False,1430.0,0.0,0.0,0.0,423.0,Anniey Baketton,0,2060,1,1.0,Baketton,5.0,G,327,4,False,False,True,True,False,False,False,False
2061_01,False,D/65/P,34.0,False,0.0,5063.0,0.0,56.0,327.0,Dscha Sedece,1,2061,1,1.0,Sedece,3.0,D,65,2,True,False,False,False,False,False,True,False
2062_01,Unknown,F/398/S,17.0,False,583.0,0.0,753.0,0.0,0.0,Unknown,0,2062,1,1.0,Unknown,,F,398,3,False,True,False,True,False,False,True,False
2063_01,True,G/328/S,38.0,False,0.0,0.0,0.0,0.0,0.0,Mistie Leonaldez,0,2063,1,1.0,Leonaldez,4.0,G,328,2,False,False,False,True,False,True,False,False
2065_01,False,F/410/P,13.0,False,12.0,0.0,0.0,0.0,1963.0,Lavey Jeffey,0,2065,1,1.0,Jeffey,5.0,F,410,3,False,False,False,False,False,False,True,False
2066_01,True,G/329/S,19.0,False,0.0,0.0,0.0,0.0,0.0,Bryany Chapmaney,1,2066,1,1.0,Chapmaney,5.0,G,329,4,False,False,False,True,False,False,True,False
2067_01,True,C/70/P,30.0,False,0.0,0.0,0.0,0.0,0.0,Alatrin Sprender,1,2067,1,2.0,Sprender,7.0,C,70,4,True,False,False,False,False,False,True,False
2067_02,False,C/70/P,27.0,True,0.0,0.0,72.0,668.0,2713.0,Asellan Sprender,0,2067,2,2.0,Sprender,7.0,C,70,4,True,False,False,False,False,False,True,False
2070_01,False,E/127/P,17.0,False,223.0,1.0,533.0,326.0,0.0,Sanda Gilleyons,1,2070,1,1.0,Gilleyons,8.0,E,127,3,False,False,False,False,False,False,True,False
2071_01,False,C/78/S,45.0,False,0.0,3559.0,0.0,3615.0,163.0,Zaninon Subateful,0,2071,1,2.0,Subateful,5.0,C,78,2,True,False,False,True,False,False,False,False
2071_02,False,C/78/S,28.0,False,167.0,2406.0,71.0,283.0,650.0,Alduson Subateful,1,2071,2,2.0,Subateful,5.0,C,78,4,True,False,False,True,False,False,False,False
2073_01,False,F/401/S,23.0,False,177.0,0.0,7.0,0.0,448.0,Landa Rivanseney,0,2073,1,1.0,Rivanseney,5.0,F,401,4,False,False,False,True,False,False,True,False
2074_01,False,D/69/S,24.0,False,1289.0,3343.0,0.0,4996.0,729.0,Sadir Alaring,0,2074,1,2.0,Alaring,7.0,D,69,4,True,False,False,True,False,False,True,False
2074_02,False,D/69/S,23.0,False,9.0,4081.0,0.0,0.0,16.0,Mergas Alaring,1,2074,2,2.0,Alaring,7.0,D,69,4,True,False,False,True,False,False,True,False
2075_01,False,F/402/S,29.0,False,270.0,0.0,0.0,25.0,343.0,Janne Yatters,0,2075,1,1.0,Yatters,4.0,F,402,4,False,False,False,True,False,False,False,False
2080_01,False,G/334/P,46.0,False,430.0,0.0,340.0,52.0,61.0,Henryn Joycerton,0,2080,1,1.0,Joycerton,8.0,G,334,2,False,False,False,False,False,False,True,False
2081_01,False,F/411/P,17.0,False,8.0,911.0,0.0,0.0,0.0,Brie Moodsey,1,2081,1,1.0,Moodsey,10.0,F,411,3,False,False,False,False,False,True,False,False
2082_01,False,G/335/P,20.0,False,0.0,0.0,4.0,35.0,769.0,Carlie Kirks,0,2082,1,1.0,Kirks,6.0,G,335,4,False,False,False,False,False,False,True,False
2083_01,False,F/407/S,24.0,False,121.0,20.0,0.0,68.0,506.0,Wen Gibbsonton,0,2083,1,1.0,Gibbsonton,13.0,F,407,4,False,False,False,True,False,False,True,False
2084_01,False,A/16/P,40.0,False,19.0,10.0,1.0,4759.0,6007.0,Aston Boltund,0,2084,1,2.0,Boltund,9.0,A,16,2,True,False,False,False,False,False,True,False
2084_02,True,A/16/P,29.0,False,0.0,0.0,0.0,0.0,0.0,Dyonon Boltund,1,2084,2,2.0,Boltund,9.0,A,16,1,True,False,False,False,False,False,True,False
2085_01,False,C/72/P,38.0,False,0.0,590.0,2640.0,6202.0,99.0,Algedia Unaasor,0,2085,1,1.0,Unaasor,3.0,C,72,2,True,False,False,False,False,False,True,False
2086_01,False,A/26/S,65.0,False,51.0,4451.0,0.0,20.0,397.0,Marf Wasterivel,1,2086,1,2.0,Wasterivel,4.0,A,26,1,True,False,False,True,False,False,True,False
