PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,GroupId,PassengerIdInGroup,MembersOfGroupById,Surname,MembersOfFamilyBySurname,CabinDeck,CabinNum,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Unknown,CryoSleep_False,CryoSleep_True,CryoSleep_Unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_Unknown,VIP_False,VIP_True,VIP_Unknown,Transported_False,Transported_True,CabinSide_P,CabinSide_S,CabinSide_Unknown,AgeBinned_Child,AgeBinned_Elder,AgeBinned_Senior,AgeBinned_Teenager,AgeBinned_Young
2873_01,E/194/S,39.0,2127.0,375.483196239718,23.0,0.0,0.0,Alls Birte,2873,1,1.0,Birte,3.0,E,194,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2875_01,B/107/S,55.0,0.0,0.0,0.0,0.0,0.0,Zinonon Frolestty,2875,1,1.0,Frolestty,4.0,B,107,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2876_01,G/456/S,42.0,173.0,656.0,0.0,0.0,23.0,Andyn Brenney,2876,1,1.0,Brenney,7.0,G,456,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2877_01,F/592/P,36.0,418.0,40.0,7.0,338.0,0.0,Berly Vinozarks,2877,1,1.0,Vinozarks,9.0,F,592,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2878_01,F/593/P,42.0,44.0,0.0,1987.0,0.0,9.0,Grey Ancy,2878,1,1.0,Ancy,5.0,F,593,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2880_01,G/468/P,32.0,0.0,0.0,0.0,0.0,0.0,Lynnee Wooterston,2880,1,1.0,Wooterston,4.0,G,468,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2881_01,G/457/S,6.0,0.0,0.0,0.0,0.0,0.0,Walley Brightez,2881,1,1.0,Brightez,8.0,G,457,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
2882_01,G/458/S,15.0,0.0,0.0,0.0,0.0,0.0,Clarry Dillips,2882,1,1.0,Dillips,6.0,G,458,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
2883_01,F/595/P,28.0,0.0,93.0,1282.0,0.0,0.0,Brene Hanner,2883,1,1.0,Hanner,12.0,F,595,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2884_01,D/90/P,37.0,912.0,0.0,0.0,251.73266745005876,0.0,Coats Erle,2884,1,1.0,Erle,6.0,D,90,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2887_01,G/459/S,44.0,0.0,0.0,744.0,62.0,3.0,Gabrie Reenez,2887,1,1.0,Reenez,7.0,G,459,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2888_01,F/597/P,71.0,901.0,0.0,1698.0,0.0,0.0,Kad Gele,2888,1,1.0,Gele,4.0,F,597,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
2890_01,B/89/P,44.0,0.0,351.0,0.0,3.0,3447.0,Jabbab Cattyried,2890,1,2.0,Cattyried,6.0,B,89,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2890_02,B/89/P,36.0,0.0,0.0,0.0,0.0,0.0,Suhain Cattyried,2890,2,2.0,Cattyried,6.0,B,89,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2891_01,G/460/S,18.0,4.0,904.0,0.0,0.0,1.0,Gleney Ortinericey,2891,1,1.0,Ortinericey,1.0,G,460,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
2892_01,G/469/P,3.0,0.0,0.0,0.0,0.0,0.0,Glena Coolerson,2892,1,5.0,Coolerson,11.0,G,469,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False
2892_02,G/469/P,12.0,0.0,0.0,0.0,0.0,0.0,Benry Gallenry,2892,2,5.0,Gallenry,7.0,G,469,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2892_03,G/469/P,0.0,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,2892,3,5.0,Gallenry,7.0,G,469,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False
2892_04,F/598/P,29.0,0.0,1311.0,0.0,0.0,0.0,Kendre Coolerson,2892,4,5.0,Coolerson,11.0,F,598,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2892_05,G/469/P,9.0,0.0,0.0,0.0,0.0,0.0,Wilmay Coolerson,2892,5,5.0,Coolerson,11.0,G,469,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2893_01,G/470/P,27.0,688.0,307.0,779.0,0.0,19.0,Verek Beasleyes,2893,1,1.0,Beasleyes,4.0,G,470,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2894_01,F/599/P,24.0,0.0,0.0,443.0,244.0,1.0,Idace Hersons,2894,1,1.0,Hersons,6.0,F,599,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2897_01,G/461/S,38.0,1.0,0.0,288.0,0.0,556.0,Guye Meadoney,2897,1,1.0,Meadoney,3.0,G,461,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2899_01,F/600/P,28.0,523.0,0.0,0.0,970.0,0.0,Monch Buth,2899,1,1.0,Buth,3.0,F,600,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2900_01,,26.0,0.0,0.0,0.0,0.0,0.0,Corse Snoff,2900,1,1.0,Snoff,6.0,Unknown,Unknown,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
2901_01,F/601/P,16.0,0.0,20.0,0.0,300.0,681.0,Jeanna Vandez,2901,1,2.0,Vandez,4.0,F,601,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
2901_02,F/601/P,24.0,195.06778665413535,2.0,25.0,251.73266745005876,707.0,Loisey Vandez,2901,2,2.0,Vandez,4.0,F,601,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2902_01,G/471/P,33.0,123.0,760.0,0.0,0.0,0.0,Lyney Merkins,2902,1,1.0,Merkins,7.0,G,471,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2905_01,G/462/S,24.0,489.0,0.0,150.392221567472,0.0,0.0,Lloyde Parsoney,2905,1,1.0,Parsoney,5.0,G,462,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2906_01,G/463/S,29.0,1.0,0.0,133.0,104.0,574.0,Margia Gainebergan,2906,1,1.0,Gainebergan,10.0,G,463,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
2907_01,F/552/S,25.0,0.0,9.0,1987.0,0.0,5.0,Paulah Weavesend,2907,1,1.0,Weavesend,8.0,F,552,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2908_01,G/464/S,0.0,0.0,0.0,0.0,0.0,0.0,Nica Berreranks,2908,1,2.0,Berreranks,5.0,G,464,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False
2908_02,F/553/S,13.0,649.0,2.0,0.0,124.0,143.0,Benda Berreranks,2908,2,2.0,Berreranks,5.0,F,553,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
2909_01,G/473/P,7.0,0.0,0.0,0.0,0.0,0.0,Eddiey Polloantes,2909,1,1.0,Polloantes,2.0,G,473,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2910_01,F/602/P,32.0,0.0,0.0,736.0,0.0,0.0,Celis Bucknersony,2910,1,1.0,Bucknersony,5.0,F,602,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2912_01,E/178/P,34.0,0.0,0.0,0.0,0.0,0.0,Beeres Kine,2912,1,1.0,Kine,2.0,E,178,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2913_01,F/603/P,49.0,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,2913,1,1.0,Sau,4.0,F,603,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2919_01,D/96/S,43.0,13.0,2119.0,315.0,0.0,261.0,Slix Kra,2919,1,3.0,Kra,6.0,D,96,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2919_02,F/555/S,0.0,0.0,0.0,0.0,0.0,0.0,Soyos Kra,2919,2,3.0,Kra,6.0,F,555,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
2919_03,F/555/S,6.0,195.06778665413535,0.0,0.0,0.0,0.0,Stmeal Kra,2919,3,3.0,Kra,6.0,F,555,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
2920_01,F/606/P,23.0,0.0,179.0,569.0,0.0,0.0,Joelan Schwardson,2920,1,1.0,Schwardson,7.0,F,606,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2925_01,F/609/P,43.0,336.0,11.0,796.0,15.0,0.0,Cines Minen,2925,1,2.0,Minen,10.0,F,609,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2925_02,F/609/P,23.0,0.0,0.0,0.0,0.0,0.0,Goleer Minen,2925,2,2.0,Minen,10.0,F,609,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2926_01,,43.0,828.0,25.0,545.0,107.0,0.0,Kad Homin,2926,1,1.0,Homin,6.0,Unknown,Unknown,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
2927_01,F/611/P,41.0,0.0,0.0,0.0,0.0,0.0,Caw Panad,2927,1,1.0,Panad,3.0,F,611,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2928_01,B/92/P,54.0,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,2928,1,3.0,Mander,4.0,B,92,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
2928_02,B/92/P,51.0,0.0,0.0,150.392221567472,0.0,0.0,Photope Caltilter,2928,2,3.0,Caltilter,1.0,B,92,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2928_03,B/92/P,44.0,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,2928,3,3.0,Mander,4.0,B,92,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2929_01,G/467/S,48.0,0.0,0.0,0.0,0.0,0.0,Alancy Mcbritts,2929,1,1.0,Mcbritts,3.0,G,467,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2930_01,G/474/P,45.0,195.06778665413535,9.0,0.0,857.0,16.0,Cary Mejiaddox,2930,1,1.0,Mejiaddox,6.0,G,474,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2934_01,F/557/S,20.0,0.0,689.0,0.0,0.0,0.0,Adriet Moodman,2934,1,1.0,Moodman,13.0,F,557,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2935_01,T/2/P,33.0,0.0,28.0,0.0,3721.0,543.0,Unknown,2935,1,1.0,Unknown,5.428117273048393,T,2,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2936_01,G/468/S,21.0,15.0,30.0,11.0,2.0,388.0,Jimmyn Berreranks,2936,1,1.0,Berreranks,5.0,G,468,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2938_01,C/100/P,68.0,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,2938,1,1.0,Aroodint,5.0,C,100,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2940_01,F/615/P,23.0,5.0,308.0,363.0,7.0,0.0,Melica Casonston,2940,1,1.0,Casonston,18.0,F,615,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2941_01,G/477/P,16.0,24.0,0.0,13.0,717.0,0.0,Coreee Beasleyes,2941,1,1.0,Beasleyes,4.0,G,477,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False
2942_01,F/558/S,35.0,198.0,44.0,97.0,30.0,510.0,Tany Watkinsley,2942,1,1.0,Watkinsley,5.0,F,558,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2943_01,G/478/P,22.0,0.0,0.0,0.0,0.0,0.0,Allene Belley,2943,1,1.0,Belley,11.0,G,478,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2944_01,F/559/S,51.0,214.0,3.0,16.0,569.0,0.0,Min Nichoan,2944,1,4.0,Nichoan,8.0,F,559,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2944_02,G/469/S,2.0,195.06778665413535,0.0,0.0,0.0,0.0,Ernard Nichoan,2944,2,4.0,Nichoan,8.0,G,469,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
2944_03,G/469/S,29.0,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,2944,3,4.0,Nichoan,8.0,G,469,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2944_04,G/469/S,0.0,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,2944,4,4.0,Nichoan,8.0,G,469,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
2945_01,G/479/P,39.0,0.0,0.0,0.0,0.0,0.0,Jeanie Moodsey,2945,1,1.0,Moodsey,10.0,G,479,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2948_01,C/112/S,55.0,0.0,1971.0,77.0,577.0,1050.0,Tabiton Prearright,2948,1,1.0,Prearright,5.0,C,112,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2949_01,G/482/P,22.0,0.0,0.0,0.0,251.73266745005876,0.0,Florey Boltertley,2949,1,1.0,Boltertley,2.0,G,482,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2950_01,F/617/P,20.0,310.0,0.0,374.0,0.0,5.0,Lawren Fielsenders,2950,1,1.0,Fielsenders,5.0,F,617,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2953_01,E/179/P,25.0,0.0,641.0,0.0,2.0,0.0,Eilan Solivers,2953,1,1.0,Solivers,3.0,E,179,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2954_01,F/619/P,18.0,235.0,0.0,101.0,0.0,316.0,Karlie Gordanieves,2954,1,1.0,Gordanieves,7.0,F,619,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
2956_01,G/470/S,28.0,3.0,141.0,0.0,0.0,1689.0,Tonnie Houseson,2956,1,1.0,Houseson,3.0,G,470,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2958_01,F/561/S,26.0,1822.0,0.0,4.0,107.0,1204.0,Min Parrett,2958,1,1.0,Parrett,3.0,F,561,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2959_01,F/620/P,28.0,1.0,0.0,933.0,614.0,0.0,Unknown,2959,1,1.0,Unknown,5.428117273048393,F,620,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2960_01,F/562/S,54.0,195.06778665413535,375.483196239718,0.0,0.0,0.0,Gracia Carterson,2960,1,1.0,Carterson,5.0,F,562,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2961_01,F/621/P,56.0,0.0,54.0,0.0,724.0,0.0,Evaned Kellynn,2961,1,1.0,Kellynn,4.0,F,621,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2962_01,E/180/P,25.0,1228.0,0.0,132.0,0.0,0.0,Cints Backe,2962,1,1.0,Backe,3.0,E,180,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2964_01,A/35/S,26.0,2050.0,5292.0,0.0,270.0,636.0,Izarfik Holiabler,2964,1,1.0,Holiabler,3.0,A,35,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2965_01,F/622/P,14.0,0.0,0.0,709.0,258.0,3.0,Amandy Munozanson,2965,1,1.0,Munozanson,6.0,F,622,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
2966_01,E/181/P,21.0,2.0,417.0,323.0,0.0,84.0,Deaney Avisley,2966,1,1.0,Avisley,2.0,E,181,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2968_01,G/485/P,43.0,0.0,375.483196239718,0.0,0.0,0.0,Evendy Sosalinson,2968,1,1.0,Sosalinson,3.0,G,485,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2969_01,G/486/P,37.0,221.0,0.0,32.0,38.0,516.0,Russey Miley,2969,1,1.0,Miley,2.0,G,486,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
2970_01,,28.81782945736434,740.0,82.0,6.0,251.73266745005876,1.0,Dwin Adkinson,2970,1,1.0,Adkinson,3.0,Unknown,Unknown,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False
2971_01,T/3/P,38.0,0.0,3135.0,0.0,26.0,3.0,Pent Sessiouse,2971,1,1.0,Sessiouse,1.0,T,3,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2972_01,E/182/P,14.0,0.0,1.0,1441.0,0.0,190.0,Danna Yorkland,2972,1,1.0,Yorkland,11.0,E,182,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
2975_01,F/564/S,20.0,0.0,0.0,585.0,0.0,10.0,Elanda Hermanapp,2975,1,1.0,Hermanapp,5.0,F,564,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2979_01,B/93/P,33.0,0.0,0.0,0.0,0.0,0.0,Sadirux Urablele,2979,1,1.0,Urablele,2.0,B,93,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2982_01,B/111/S,33.0,0.0,0.0,0.0,0.0,0.0,Tarino Unrespery,2982,1,1.0,Unrespery,1.0,B,111,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2983_01,E/183/P,13.0,0.0,0.0,31.0,0.0,810.0,Mamina Monsoney,2983,1,1.0,Monsoney,3.0,E,183,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
2984_01,D/97/S,37.0,0.0,210.0,0.0,3721.0,0.0,Teron Healted,2984,1,1.0,Healted,5.0,D,97,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2986_01,E/197/S,15.0,2224.0,0.0,1987.0,0.0,1370.0,Swaffs Dutty,2986,1,1.0,Dutty,3.0,E,197,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
2988_01,A/36/S,33.0,396.0,1280.0,7.0,308.0,3742.0,Winon Cousel,2988,1,1.0,Cousel,5.0,A,36,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2990_01,G/472/S,24.0,0.0,0.0,0.0,0.0,0.0,Gileen Vandez,2990,1,1.0,Vandez,4.0,G,472,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2992_01,F/570/S,49.0,0.0,375.483196239718,0.0,160.0,528.0,Dont Sterreray,2992,1,1.0,Sterreray,6.0,F,570,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2993_01,F/571/S,24.0,1252.0,6.0,150.392221567472,123.0,706.0,Nelly Gordanieves,2993,1,1.0,Gordanieves,7.0,F,571,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2994_01,E/198/S,24.0,173.0,0.0,14.0,0.0,603.0,Carly Scottuez,2994,1,1.0,Scottuez,6.0,E,198,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
2995_01,B/94/P,26.0,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,2995,1,2.0,Roforhauge,3.0,B,94,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2995_02,B/94/P,40.0,0.0,0.0,0.0,0.0,0.0,Marinon Roforhauge,2995,2,2.0,Roforhauge,3.0,B,94,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2996_01,F/626/P,31.0,0.0,611.0,2.0,4.0,22.0,Unknown,2996,1,1.0,Unknown,5.428117273048393,F,626,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
2998_01,C/113/S,47.0,0.0,5252.0,0.0,124.0,300.0,Dirfak Mosteraked,2998,1,1.0,Mosteraked,11.0,C,113,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False
3000_01,F/627/P,19.0,736.0,0.0,0.0,0.0,1.0,Therta Spencervan,3000,1,1.0,Spencervan,6.0,F,627,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
3001_01,C/101/P,38.0,0.0,1577.0,0.0,425.0,3742.0,Phecca Shming,3001,1,2.0,Shming,3.0,C,101,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
3001_02,C/101/P,33.0,0.0,1001.0,1987.0,251.73266745005876,29.0,Dirfak Shming,3001,2,2.0,Shming,3.0,C,101,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
3003_01,C/114/S,45.0,0.0,0.0,0.0,0.0,0.0,Ankaan String,3003,1,1.0,String,3.0,C,114,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
3004_01,G/473/S,1.0,0.0,0.0,0.0,0.0,0.0,Card Clinantones,3004,1,2.0,Clinantones,3.0,G,473,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
3004_02,F/572/S,32.0,0.0,53.0,0.0,744.0,0.0,Tin Clinantones,3004,2,2.0,Clinantones,3.0,F,572,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3005_01,F/573/S,70.0,0.0,0.0,0.0,0.0,0.0,Stmeal Fisun,3005,1,1.0,Fisun,2.0,F,573,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
3006_01,G/474/S,19.0,23.0,0.0,0.0,0.0,732.0,Race Wolferguson,3006,1,1.0,Wolferguson,8.0,G,474,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
3009_01,E/185/P,55.0,0.0,0.0,0.0,0.0,0.0,Blakes Chcak,3009,1,1.0,Chcak,3.0,E,185,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
3010_01,B/96/P,48.0,0.0,5292.0,0.0,3721.0,83.0,Kraban Praugnox,3010,1,1.0,Praugnox,5.0,B,96,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
3012_01,G/475/S,66.0,1187.0,1.0,150.392221567472,6.0,0.0,Thony Bradlerson,3012,1,1.0,Bradlerson,8.0,G,475,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
3013_01,F/629/P,13.0,195.06778665413535,256.0,0.0,207.0,409.0,Morrie Moongton,3013,1,1.0,Moongton,5.0,F,629,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
3014_01,C/115/S,40.0,82.0,1390.0,0.0,347.0,3742.0,Alduson Oilpuring,3014,1,1.0,Oilpuring,2.0,C,115,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3015_01,E/199/S,35.0,0.0,1438.0,0.0,112.0,74.0,Dord Pottley,3015,1,1.0,Pottley,2.0,E,199,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
3018_01,F/630/P,32.0,0.0,49.0,2.0,639.0,0.0,Vanley Harry,3018,1,1.0,Harry,5.0,F,630,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
3019_01,E/187/P,51.0,1644.0,0.0,234.0,157.0,64.0,Yakers Peake,3019,1,1.0,Peake,3.0,E,187,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
3020_01,B/112/S,37.0,0.0,216.0,0.0,3721.0,3372.0,Tard Monfulewss,3020,1,1.0,Monfulewss,1.0,B,112,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3021_01,G/476/S,31.0,517.0,1.0,301.0,60.0,4.0,Deanny Spencervan,3021,1,2.0,Spencervan,6.0,G,476,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3021_02,F/574/S,37.0,608.0,0.0,6.0,0.0,1637.0,Billey Spencervan,3021,2,2.0,Spencervan,6.0,F,574,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3022_01,C/102/P,38.0,0.0,3331.0,270.0,2.0,3510.0,Ankab Speating,3022,1,2.0,Speating,2.0,C,102,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
